week,geohash7,kecamatan,kabupaten,region,kab_type,six_cities,CityType,avg_rsrp,total_call_count,total_tiles,bad_tiles_rsrp,total_payload_covmo_kB,bad_rsrp_tile_payload_covmo_kB,total_subscriber_count,bad_rsrp_tile_subscriber_count,koeff,total_payload_covmo_MB,bad_rsrp_tile_payload_covmo_MB,total_payload_covmo_normalize_MB,bad_rsrp_tile_payload_covmo_normalize_MB,thd_subs,thd_luas,luas_m2,bad_tile_abv_thd,subs_abv_thd,luas_abv_thd,bad_tiles_n_subs_abv_thd,bad_tiles_n_subs_n_luas_abv_thd,bad_grid,more_than_3_wks,cluster_member,cluster_member_reg,forming_cluster,cluster_id,red_cov,latitude_geohash7,longitude_geohash7,nearest_site_1,latitude_site_1,longitude_site_1,ant_height_site_1,nearest_site_2,latitude_site_2,longitude_site_2,ant_height_site_2,nearest_site_3,latitude_site_3,longitude_site_3,ant_height_site_3,distance_to_site_1,bearing_to_site_1,distance_to_site_2,bearing_to_site_2,distance_to_site_3,bearing_to_site_3,lowest_band_1,lowest_band_2,lowest_band_3,delta_1,azimuth_1,lac_enodeb_1,ci_1,sector_1,delta_2,azimuth_2,lac_enodeb_2,ci_2,sector_2,delta_3,azimuth_3,lac_enodeb_3,ci_3,sector_3,elev_geohash7,elev_site_1,elev_site_2,elev_site_3,total_height_site_1,total_height_site_2,total_height_site_3,max_intermediate_elev_site_1,max_intermediate_elev_site_2,max_intermediate_elev_site_3,site_higher_1,site_higher_2,site_higher_3,site_higher_than_max_intermediate_1,site_higher_than_max_intermediate_2,site_higher_than_max_intermediate_3,no_blocking_1,no_blocking_2,no_blocking_3,clutter,distance_thd_1,distance_thd_2,distance_thd_3,Distance Thd L900,index_SD_1,index_bw_1,distance_cat_1,score_1,index_SD_2,index_bw_2,distance_cat_2,score_2,index_SD_3,index_bw_3,distance_cat_3,score_3,rank_1,rank_2,rank_3,solution_1,solution_2,solution_3,best serving no,solution rank1,rank1 site,rank1 CI,Solution Priority,Priority No.,prio_site,prio_EnodeB,prio_CI,prio_sector,red_cov_category
202624,qqwxb3f,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-83.456,2622.35,16,10,17875987,4900613,940,609.5,0.895055,9780.07,8673.19,3945.51,8180.75,3000,8000,4783.14,1,1,1,1,0,0,1,,,,,0,-7.0865486,110.4202199,SMG664,-7.08365,110.41145,30,SMG536,-7.09502,110.40939,40,UNR728,-7.08332,110.43042,15,1243.28,132.92,1587.03,197.6,1821.76,19.13,LTE2100,LTE1800,LTE900,77.65,0,195481,22,3,53.52,240,196457,22,2,34.96,49.52,196356,12,2,0,0,0,0,40,40,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.22,2.23,half_thd to thd,2.19,5.99,4.05,0 to half_thd,1.55,4.24,0.95,half_thd to thd,4.46,1,2,3,a. Optimization,f. New Infra,not BS,3,a. Optimization,SMG664,22,not BS,3,SMG664,196905,22,3,BAD NON POTENTIAL
202624,qqwx5hj,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-102.304,8055.78,16,5,24550958,12279063,3529,2059.73,0.895055,13183.88,12891.67,15021.62,3358.81,3000,8000,7778.4,1,0,0,1,0,1,0,,,,,0,-7.0865504,110.4216053,UNR728,-7.08833,110.42253,40,SMG419,-7.09054,110.43595,70,SMG504,-7.08382,110.4298,15,302.77,168.79,1118.61,184.56,1880.99,168.92,LTE2100,LTE1800,LTE1800,32.41,90,195592,12,1,62.86,180,196488,31,2,6.47,43.11,195346,31,1,0,0,0,0,50,30,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.42,0.85,0 to half_thd,5.33,2.39,0.88,half_thd to thd,2.74,2.28,4.47,more than thd,2.29,1,2,3,a. Optimization,not BS,f. New Infra,2,f. New Infra,UNR728,21,not BS,1,UNR728,195993,12,3,BAD NON POTENTIAL
202624,qqwxvb2,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-95.347,28795.99,16,10,13429655,7999846,4112,2887.48,0.895055,7569.11,11194.8,15058.46,6393.99,3000,8000,5728.02,1,1,1,1,0,1,0,,,,,0,-7.0865521,110.4229908,SMG748,-7.08334,110.42751,40,SMG664,-7.09653,110.42532,50,SMG419,-7.07288,110.40516,50,506.93,244.26,1693.2,346.23,605.05,245.84,LTE900,LTE900,LTE1800,86.1,170,196250,32,2,30.81,180,196643,11,2,59.24,35.81,196583,32,3,0,0,0,0,40,40,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.39,5.96,half_thd to thd,3.96,4.36,5.01,0 to half_thd,3.35,3.63,4.14,half_thd to thd,2.49,1,2,3,d. Add Sector,a. Optimization,not BS,1,f. New Infra,SMG748,31,f. New Infra,1,SMG748,196922,31,3,BAD NON POTENTIAL
202624,qqwxw6m,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-91.634,4375.2,16,7,5484678,13108497,1114,446.45,0.895055,1896.23,11658.82,7680.67,3997.2,3000,8000,947.88,1,1,0,1,0,1,0,,,,202624_307,1,-7.0865538,110.4243762,SMG180,-7.09066,110.42759,60,SMG139,-7.09928,110.42298,50,SMG425,-7.06674,110.43515,30,1084.5,232.37,1434.88,39.03,2040.24,194.63,LTE1800,LTE900,LTE900,82.22,325,195530,11,1,7.49,180,196591,22,1,80.79,14.25,196311,11,1,0,0,0,0,70,50,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.5,5.44,more than thd,1.52,4.54,4.65,half_thd to thd,3.46,5.22,4.71,0 to half_thd,3.93,1,2,3,f. New Infra,a. Optimization,f. New Infra,1,not BS,SMG180,31,a. Optimization,2,SMG180,196396,21,2,RED OPTIM
202624,qqwx1zn,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-97.357,33640.21,16,10,24723385,3188686,709,548.02,0.895055,3541.58,2904.46,14405.99,7118.6,3000,8000,7364.03,1,0,1,1,1,0,0,,,,,0,-7.0865555,110.4257616,SMG505,-7.08547,110.43511,40,SMG244,-7.08173,110.41973,15,SMG180,-7.09095,110.41003,40,1079.94,283.6,1127.06,15.41,2270.43,42.55,LTE2100,LTE1800,LTE900,66.95,80,196894,11,1,66.46,320,196339,11,2,81.74,56.04,195497,32,3,0,0,0,0,40,30,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.16,5.44,0 to half_thd,3.55,1.85,3.59,0 to half_thd,2.01,3.97,3.73,0 to half_thd,5.12,1,2,3,not BS,a. Optimization,f. New Infra,2,f. New Infra,SMG505,32,not BS,3,SMG505,195281,21,1,BAD NON POTENTIAL
202624,qqwxskb,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.962,26562.74,16,5,3041083,11867150,1426,936.93,0.895055,16311.31,13304.86,8347.8,9690.48,3000,8000,11599.81,1,0,0,0,1,1,1,,,,202624_307,1,-7.0865572,110.427147,SMG152,-7.07804,110.41796,30,SMG950,-7.09856,110.43757,30,SMG419,-7.08206,110.43825,70,171.1,249.0,1127.84,214.66,512.7,258.19,LTE2100,LTE900,LTE1800,31.96,0,196142,12,1,11.46,40,196267,21,3,46.17,42.32,196282,32,1,0,0,0,0,50,30,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.56,0.98,half_thd to thd,3.74,1.8,5.54,0 to half_thd,4.4,2.43,2.66,half_thd to thd,4.28,1,2,3,not BS,f. New Infra,not BS,3,f. New Infra,SMG152,31,f. New Infra,1,SMG152,196608,11,2,RED OPTIM
202624,qqwxh27,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-95.441,11543.84,16,5,7303299,10234598,1678,1170.69,0.895055,11402.02,5816.08,2762.64,8640.1,3000,8000,9498.72,1,1,0,1,0,0,0,,,,,0,-7.0865589,110.4285324,SMG536,-7.09004,110.42049,40,SMG302,-7.07943,110.43963,30,SMG139,-7.09154,110.41736,15,785.84,306.59,1123.49,165.09,2280.98,61.63,LTE1800,LTE900,LTE1800,54.72,280,196951,31,1,52.45,140,195177,22,3,44.54,89.61,196211,22,2,0,0,0,0,50,30,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.68,1.56,half_thd to thd,3.45,2.11,5.57,0 to half_thd,5.61,5.49,2.56,0 to half_thd,1.68,1,2,3,not BS,not BS,not BS,2,not BS,SMG536,22,a. Optimization,3,SMG536,196682,11,2,BAD NON POTENTIAL
202624,qqwxg2s,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-83.652,4818.38,16,5,12479248,10526142,2473,720.26,0.895055,11634.18,9504.7,17213.24,855.82,3000,8000,13406.84,1,1,0,1,1,1,0,,,,202624_307,1,-7.0865606,110.4299178,SMG086,-7.08318,110.42315,70,SMG040,-7.08778,110.43203,15,UNR716,-7.08321,110.44897,70,776.08,317.11,535.66,264.87,1906.27,19.73,LTE2100,LTE1800,LTE900,10.88,120,195953,31,1,33.54,90,196327,31,3,6.96,64.13,195419,12,2,0,0,0,0,40,30,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.69,4.54,more than thd,2.44,4.73,1.43,half_thd to thd,5.54,3.52,2.6,0 to half_thd,1.79,1,2,3,d. Add Sector,a. Optimization,f. New Infra,3,not BS,SMG086,11,a. Optimization,3,SMG086,196089,32,3,RED OPTIM
202624,qqwxwfc,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-108.784,30962.47,16,11,4480103,7960805,765,125.56,0.895055,8700.17,6663.46,12907.9,3503.87,3000,8000,991.1,1,0,1,1,1,1,1,,,,202624_307,1,-7.0865623,110.4313033,SMG180,-7.09438,110.42682,60,SMG505,-7.08065,110.43119,70,SMG067,-7.07156,110.43213,70,996.82,160.29,798.39,109.47,2439.15,47.5,LTE1800,LTE900,LTE1800,21.18,120,196988,21,1,14.2,180,195933,12,3,83.25,64.35,195584,12,1,0,0,0,0,40,40,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.58,5.96,more than thd,2.07,2.3,1.19,more than thd,4.68,4.33,5.87,0 to half_thd,3.18,1,2,3,a. Optimization,not BS,f. New Infra,1,f. New Infra,SMG180,22,a. Optimization,1,SMG180,196941,22,2,RED OPTIM
202624,qqwx4zj,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-93.641,10485.38,16,4,11001041,933311,2424,2122.66,0.895055,15223.37,2935.29,10547.62,9377.15,3000,8000,11518.07,1,0,0,0,1,0,1,,,,,0,-7.0851454,110.4049822,SMG142,-7.08136,110.40962,30,SMG950,-7.07314,110.39416,50,SMG554,-7.08311,110.39731,40,692.2,217.14,1729.49,184.16,1391.95,20.18,LTE2100,LTE1800,LTE1800,14.17,170,195757,22,2,2.08,240,195719,21,2,78.81,8.8,196490,22,3,0,0,0,0,70,70,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.82,4.4,half_thd to thd,4.78,3.07,5.03,more than thd,1.89,2.04,2.9,more than thd,5.94,1,2,3,f. New Infra,not BS,f. New Infra,1,f. New Infra,SMG142,22,not BS,2,SMG142,195848,12,3,BAD NON POTENTIAL
202624,qqwxfkx,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-108.862,13485.58,16,5,16554972,11550093,4068,544.24,0.895055,16137.41,436.35,15303.78,5920.66,3000,8000,14560.85,1,1,1,1,1,1,0,,,,,1,-7.0851472,110.4063676,SMG523,-7.09066,110.41219,40,UNR728,-7.09553,110.40037,70,UNR047,-7.07952,110.41183,70,317.64,6.32,1432.05,93.43,1075.38,209.4,LTE900,LTE1800,LTE1800,79.17,40,195731,12,1,25.27,280,196303,21,1,26.8,48.14,196917,11,3,0,0,0,0,40,40,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.99,1.09,half_thd to thd,5.43,5.13,4.14,half_thd to thd,2.72,4.49,2.24,more than thd,4.11,1,2,3,a. Optimization,f. New Infra,not BS,3,a. Optimization,SMG523,21,a. Optimization,2,SMG523,195696,12,1,NOT RED COV
202624,qqwx6hu,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-101.228,32077.88,16,16,4029451,3740545,1004,758.1,0.895055,3261.43,10416.72,13773.42,3694.68,3000,8000,3187.12,1,0,1,0,0,0,1,,,,202624_307,1,-7.085149,110.407753,SMG040,-7.08892,110.405,50,UNR716,-7.07564,110.41944,15,SMG622,-7.08124,110.4183,30,611.76,38.81,1506.82,285.5,557.52,184.85,LTE900,LTE1800,LTE900,81.86,0,195135,21,3,1.91,40,196602,11,3,19.28,81.2,195378,32,2,0,0,0,0,30,30,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.23,5.66,more than thd,3.07,1.8,3.05,more than thd,4.26,3.52,0.5,more than thd,4.93,1,2,3,a. Optimization,not BS,not BS,2,f. New Infra,SMG040,31,f. New Infra,3,SMG040,195202,12,3,RED OPTIM
202624,qqwxvgq,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-100.491,33529.62,16,14,1412597,1389891,1531,1175.49,0.895055,8236.48,1744.68,5700.88,7207.87,3000,8000,4714.5,1,1,0,1,1,1,0,,,,,0,-7.0851507,110.4091384,SMG664,-7.08487,110.40729,15,SMG789,-7.07731,110.40357,50,SMG296,-7.08651,110.40993,40,819.35,64.55,914.13,359.54,1076.54,176.99,LTE900,LTE1800,LTE1800,47.52,280,195174,11,1,36.14,40,196518,12,1,33.37,18.72,195410,31,2,0,0,0,0,30,40,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.63,1.74,more than thd,4.95,3.97,4.56,more than thd,5.74,2.78,4.03,half_thd to thd,5.94,1,2,3,d. Add Sector,f. New Infra,f. New Infra,1,f. New Infra,SMG664,21,a. Optimization,2,SMG664,195472,32,1,BAD NON POTENTIAL
202624,qqwx0ru,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-92.622,34028.12,16,7,18251202,5774913,3184,1858.4,0.895055,20246.57,8112.53,392.7,9169.47,3000,8000,14861.14,1,0,1,1,1,1,1,,,,,0,-7.0851525,110.4105238,SMG536,-7.08271,110.40245,50,SMG142,-7.09786,110.41807,15,SMG523,-7.07445,110.42223,15,422.61,63.67,1425.56,237.39,1480.5,280.58,LTE2100,LTE900,LTE1800,39.33,90,196465,22,2,69.0,320,196351,31,3,49.01,42.81,196151,12,3,0,0,0,0,30,70,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.47,5.83,more than thd,4.54,4.83,1.78,0 to half_thd,1.63,1.23,5.04,half_thd to thd,5.14,1,2,3,f. New Infra,not BS,f. New Infra,2,f. New Infra,SMG536,22,a. Optimization,2,SMG536,195843,21,1,BAD NON POTENTIAL
202624,qqwxp7n,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-84.957,2479.41,16,12,13146321,5419332,2547,487.95,0.895055,14334.84,12126.82,2037.13,8103.93,3000,8000,5072.71,1,1,0,1,1,1,0,,,,202624_307,1,-7.0851542,110.4119092,SMG152,-7.09441,110.41506,50,SMG040,-7.08748,110.41235,15,SMG536,-7.08831,110.39273,70,784.09,77.07,337.8,95.46,1133.03,107.04,LTE2100,LTE1800,LTE900,56.59,30,196469,31,1,53.68,180,195137,31,3,43.3,19.67,196629,11,3,0,0,0,0,50,50,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.32,1.95,half_thd to thd,3.31,4.12,2.77,more than thd,2.31,1.09,4.25,0 to half_thd,4.1,1,2,3,a. Optimization,not BS,f. New Infra,2,not BS,SMG152,31,not BS,2,SMG152,196914,31,3,RED OPTIM
202624,qqwxnhc,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-107.068,26175.89,16,3,8290519,13382192,2509,1945.22,0.895055,20689.36,6967.75,11214.11,5238.11,3000,8000,9721.48,1,0,0,0,1,0,0,,,,,0,-7.085156,110.4132946,SMG748,-7.08248,110.42021,40,SMG536,-7.09215,110.40691,40,SMG067,-7.09873,110.42077,70,468.78,63.35,705.42,306.91,799.92,346.96,LTE1800,LTE900,LTE900,77.5,30,195642,31,2,78.18,280,196836,21,3,59.51,9.04,196931,32,1,0,0,0,0,40,30,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.61,4.99,more than thd,2.63,5.42,1.5,0 to half_thd,4.98,2.57,5.01,more than thd,3.25,1,2,3,a. Optimization,a. Optimization,not BS,1,f. New Infra,SMG748,12,f. New Infra,2,SMG748,195900,22,2,BAD NON POTENTIAL
202624,qqwxv1j,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.556,14947.59,16,15,22585109,4031093,2068,1800.51,0.895055,6361.92,5776.51,12793.42,8409.8,3000,8000,13552.2,1,0,0,1,1,0,1,,,,202624_307,1,-7.0851577,110.41468,SMG142,-7.08084,110.42111,40,SMG653,-7.09953,110.42868,40,UNR716,-7.08093,110.42834,15,1044.0,337.08,1899.44,272.4,1881.36,107.07,LTE900,LTE1800,LTE1800,79.27,280,195832,11,2,78.11,320,195964,32,2,83.46,30.61,195865,11,1,0,0,0,0,50,30,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.1,4.4,more than thd,4.82,3.27,0.26,0 to half_thd,4.39,1.92,2.72,more than thd,2.11,1,2,3,not BS,f. New Infra,f. New Infra,2,not BS,SMG142,11,f. New Infra,1,SMG142,195511,31,3,RED OPTIM
202624,qqwxzus,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-88.843,11315.09,16,6,745738,395374,3968,3169.66,0.895055,23081.65,9710.13,12547.48,10882.88,3000,8000,14613.21,1,0,1,0,0,1,1,,,,202624_307,1,-7.0851595,110.4160654,SMG141,-7.08141,110.4226,60,SMG425,-7.07617,110.40703,40,SMG180,-7.08858,110.40334,30,1333.13,32.06,1906.09,132.45,2268.68,341.01,LTE900,LTE900,LTE1800,69.83,180,196694,32,2,11.55,140,195390,21,2,67.43,35.0,195883,12,3,0,0,0,0,40,50,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,3.09,2.51,0 to half_thd,1.63,5.88,1.49,half_thd to thd,5.58,2.85,4.14,half_thd to thd,1.89,1,2,3,not BS,f. New Infra,f. New Infra,3,a. Optimization,SMG141,32,f. New Infra,3,SMG141,195785,32,2,RED OPTIM
202624,qqwxr83,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-113.28,32601.05,16,10,11430882,14738663,3907,3229.45,0.895055,11728.72,1353.82,14216.7,5199.69,3000,8000,3943.07,1,1,0,0,1,1,1,,,,202624_307,1,-7.0851612,110.4174508,SMG047,-7.08507,110.41507,50,SMG012,-7.07084,110.42259,40,SMG425,-7.09987,110.43314,40,205.52,220.66,604.93,274.16,839.73,94.95,LTE1800,LTE1800,LTE900,29.08,180,196564,12,3,76.92,320,195108,12,1,5.86,17.3,195963,21,1,0,0,0,0,70,70,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.98,5.57,0 to half_thd,3.49,5.94,3.41,half_thd to thd,3.72,5.23,5.21,0 to half_thd,3.07,1,2,3,a. Optimization,a. Optimization,not BS,1,not BS,SMG047,31,a. Optimization,3,SMG047,196824,32,3,RED ENGINEERING
202624,qqwx6z0,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-101.258,2873.87,16,13,16151265,7627787,4130,2649.51,0.895055,15727.5,4047.08,13173.81,3958.49,3000,8000,705.51,1,1,1,0,0,0,1,,,,,0,-7.0851629,110.4188362,SMG554,-7.08154,110.42245,40,SMG040,-7.08834,110.42155,15,SMG505,-7.06711,110.43232,15,357.6,196.98,437.81,216.82,2161.4,33.32,LTE1800,LTE900,LTE900,86.89,170,195182,11,1,15.5,280,195583,32,3,14.72,27.57,196640,22,3,0,0,0,0,50,40,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.33,5.01,more than thd,2.4,3.23,2.39,half_thd to thd,4.03,3.12,4.56,half_thd to thd,4.26,1,2,3,not BS,not BS,f. New Infra,1,f. New Infra,SMG554,31,a. Optimization,2,SMG554,196385,12,3,BAD NON POTENTIAL
202624,qqwxp4g,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.407,15419.97,16,12,8552033,5973589,3962,1348.33,0.895055,6408.76,1235.73,10088.75,1374.31,3000,8000,9940.6,1,0,0,1,0,0,1,,,,202624_307,1,-7.0851647,110.4202217,SMG141,-7.0847,110.41613,70,SMG523,-7.09873,110.40752,40,SMG419,-7.10336,110.40453,40,723.63,211.4,460.62,163.8,1821.71,241.29,LTE2100,LTE1800,LTE1800,87.04,40,195432,12,1,67.49,180,196785,32,1,39.61,2.59,195808,11,1,0,0,0,0,40,70,70,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.46,5.23,more than thd,4.21,3.43,3.75,more than thd,3.12,4.37,4.17,half_thd to thd,5.12,1,2,3,f. New Infra,f. New Infra,not BS,1,f. New Infra,SMG141,11,f. New Infra,3,SMG141,196987,12,1,RED OPTIM
202624,qqwx6nn,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-87.211,30064.99,16,6,9942900,9563457,4462,1127.69,0.895055,20744.8,5882.08,6703.65,1239.14,3000,8000,12722.06,1,1,1,1,1,0,1,,,,202624_307,1,-7.0851664,110.4216071,SMG523,-7.08569,110.41204,50,UNR047,-7.09518,110.41118,50,SMG142,-7.07706,110.44016,70,786.51,212.77,1761.65,220.14,1670.45,244.32,LTE1800,LTE900,LTE900,48.02,170,196180,21,3,6.65,280,196820,22,1,45.04,84.57,195710,22,3,0,0,0,0,70,30,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,2.44,1.23,half_thd to thd,3.47,3.54,3.57,more than thd,3.03,4.01,5.07,more than thd,3.61,1,2,3,d. Add Sector,not BS,f. New Infra,2,not BS,SMG523,32,not BS,2,SMG523,196630,22,1,RED OPTIM
202624,qqwxm9r,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-110.74,7142.05,16,15,2186262,5676248,4081,737.53,0.895055,10793.98,9267.27,2448.93,2695.35,3000,8000,3904.44,1,1,1,0,1,0,0,,,,,0,-7.0851681,110.4229925,SMG748,-7.09047,110.42413,70,UNR728,-7.07019,110.41876,15,SMG523,-7.09474,110.43007,50,385.86,287.64,1761.08,346.55,1506.96,272.08,LTE900,LTE900,LTE900,46.15,40,196290,11,1,82.08,90,196491,21,3,40.3,46.02,196500,11,1,0,0,0,0,50,50,40,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,1.61,1.29,half_thd to thd,4.96,1.03,5.03,half_thd to thd,3.04,3.53,0.6,half_thd to thd,4.72,1,2,3,not BS,a. Optimization,not BS,1,not BS,SMG748,22,f. New Infra,1,SMG748,196642,22,2,BAD NON POTENTIAL
202624,qqwxxwy,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-83.857,15601.74,16,13,23986708,13416182,131,88.31,0.895055,16526.02,7801.48,5942.66,4828.82,3000,8000,10229.02,1,1,1,1,0,1,0,,,,,0,-7.0851698,110.4243779,SMG067,-7.08887,110.43402,70,SMG086,-7.09524,110.41122,50,SMG554,-7.0748,110.43078,50,1015.98,231.8,1834.27,319.53,615.62,224.77,LTE2100,LTE1800,LTE1800,80.0,280,195828,12,2,8.5,240,195798,32,3,66.86,12.21,196107,21,1,0,0,0,0,30,50,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,4.79,1.04,0 to half_thd,5.51,3.7,1.63,half_thd to thd,4.77,5.93,0.75,0 to half_thd,5.29,1,2,3,d. Add Sector,not BS,f. New Infra,1,f. New Infra,SMG067,32,f. New Infra,2,SMG067,195610,31,3,BAD NON POTENTIAL
202624,qqwx0b7,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-103.439,10101.84,16,5,16030401,3613484,1196,803.09,0.895055,11181.79,5545.72,10544.06,7062.17,3000,8000,7808.23,1,1,1,1,1,1,1,,,,,1,-7.0851716,110.4257633,SMG419,-7.08484,110.41961,70,SMG109,-7.07682,110.42439,50,SMG536,-7.09931,110.42279,30,706.27,51.96,456.82,45.76,1349.77,256.01,LTE900,LTE900,LTE900,41.53,0,196528,12,3,33.87,40,196232,22,1,11.76,51.89,195082,31,1,0,0,0,0,30,50,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,5.96,1.89,half_thd to thd,1.63,1.71,4.72,half_thd to thd,1.72,5.47,5.35,0 to half_thd,2.32,1,2,3,not BS,f. New Infra,not BS,3,a. Optimization,SMG419,11,f. New Infra,2,SMG419,195985,31,2,NOT RED COV
202624,qqwxkwt,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-87.463,29212.18,16,10,24743135,4663581,1137,806.77,0.895055,16165.62,12990.64,14155.88,6867.36,3000,8000,11952.57,1,1,0,0,0,0,0,,,,,0,-7.0851733,110.4271487,UNR047,-7.07785,110.42365,50,SMG950,-7.07618,110.43208,70,SMG142,-7.08879,110.41646,15,683.79,43.3,1219.69,337.03,2416.16,64.71,LTE900,LTE1800,LTE900,22.83,325,196718,31,2,8.53,240,195822,31,1,44.74,84.11,195696,22,1,0,0,0,0,70,30,50,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,2.91,0.64,0 to half_thd,3.94,2.43,1.18,0 to half_thd,2.19,5.76,4.1,0 to half_thd,4.27,1,2,3,d. Add Sector,f. New Infra,not BS,3,f. New Infra,UNR047,21,a. Optimization,1,UNR047,195655,12,2,BAD NON POTENTIAL
202624,qqwxw8y,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-113.288,8538.88,16,13,3456090,4142498,1987,982.34,0.895055,19086.31,9776.75,2546.4,6822.4,3000,8000,6717.43,1,0,0,1,0,0,1,,,,202624_307,1,-7.085175,110.4285341,SMG664,-7.09396,110.42783,60,SMG139,-7.08796,110.42806,50,SMG504,-7.08888,110.41788,15,1346.31,0.36,757.57,167.27,2426.95,298.57,LTE1800,LTE900,LTE900,6.36,180,195559,31,2,75.71,280,195719,32,1,53.08,46.42,195093,12,3,0,0,0,0,30,50,30,0,0,0,1,1,1,1,1,1,1,1,1,SU,1274.97,1311.49,1031.44,1311.49,2.98,0.83,0 to half_thd,4.76,5.99,5.28,0 to half_thd,4.25,5.79,1.98,more than thd,5.75,1,2,3,d. Add Sector,not BS,f. New Infra,2,f. New Infra,SMG664,32,a. Optimization,2,SMG664,195431,22,3,RED OPTIM
